first_x,first_y,first_distance,last_x,last_y,last_distance,first_last_theta,duration,move_count,move_speed_x,move_speed_y,move_speed,move_speed_sd_x,move_speed_sd_y,move_speed_sd,move_accel_x,move_accel_y,move_accel,Target
224.0,293.0,66.06814663663572,229.0,22.0,205.00975586542216,-1.5523482354037401,196.0,8.0,0.028901734104046242,-1.5664739884393064,84.50704739884394,0.10197598347742462,1.055966778324568,98.7435716137932,0.04046242774566474,0.08058766859344886,56.80450028901732,left.in
245.0,219.0,19.697715603592208,230.0,361.0,134.03357788255897,1.6760398344236676,255.0,11.0,-0.07142857142857142,0.6761904761904761,39.28807047619049,0.10917289077708264,1.246237916418237,105.0729342133384,-0.00571428571428578,0.07714285714285707,56.950597883597936,down.in
224.0,265.0,38.118237105091836,199.0,2.0,226.73552875542023,-1.665568596570406,311.0,13.0,-0.09650000000000002,-1.012346153846154,44.75629307692308,0.09111816598316483,1.056877443513605,63.11569695140903,-0.025300699300699305,-0.070993006993007,9.519406573426568,up.in
226.0,278.0,51.0098029794274,234.0,19.0,208.1177551291576,-1.5399181134067246,338.0,15.0,0.02631578947368421,-0.8519736842105263,41.107278289473676,0.07747101352992301,1.1181588722824534,79.60134634690215,0.00708502024291498,-0.019483805668016194,24.826182287449402,up.in
173.0,225.0,54.037024344425184,415.0,202.0,189.6549498431296,-0.09475669854491622,286.0,13.0,0.9641434262948207,-0.09163346613545817,38.615670916334665,0.9871335209723733,0.12778571291650936,44.90956711066116,0.03477001086562839,-0.006519377037305324,12.97093256066643,right.in
212.0,241.0,20.518284528683193,208.0,449.0,222.81157959136684,1.5900247258946039,432.0,19.0,-0.010279187817258912,0.5284517766497461,12.220683248730959,0.09386521677782256,0.5352904309441244,13.838085557315688,-0.005320991340698765,0.01883845924156462,1.4306369363989253,down.in
271.0,226.0,44.01136216933077,42.0,212.0,185.60711193270586,-3.0805332772316554,256.0,12.0,-0.9744680851063829,-0.059574468085106386,31.703727659574476,0.7618784417358798,0.05911901585200906,31.341338664645182,-0.004072340425531903,0.0,6.709494000000003,left.in
178.0,251.0,54.56189146281496,434.0,232.0,207.06037766796427,-0.07408292254903373,330.0,15.0,0.8797250859106529,-0.06529209621993128,30.799362886597944,0.83488561155043,0.24630129761439237,32.84821729141348,0.01295268305577584,0.011102299762093577,5.684539571768432,right.in
203.0,194.0,40.80441152620633,188.0,397.0,174.4161689752415,1.6445539091835528,300.0,14.0,-0.05434782608695652,0.7355072463768116,26.610815942028985,0.07384132787046369,0.8735871317128715,41.571839105566355,0.0,0.03532608695652174,9.166898973429937,down.in
276.0,228.0,49.01020301937138,29.0,213.0,198.4943324127921,-3.080938399362628,276.0,13.0,-0.988,-0.060000000000000005,45.76845359999999,1.1479797730242147,0.0996667727981597,65.50293182600106,-0.049963636363636384,-0.007374545454545445,12.068602472727271,left.in
